alpha,sharpe,turnover,fitness,returns,drawdown,margin,longCount,shortCount,weight,sub_univese,universe,delay,decay,neutralization,truncation,score,code
"ts_zscore((ts_sum((close < (ts_mean(((fnd6_prchq + (low + close)) / 3), 20) - ts_std_dev(((fnd6_prchq + (low + close)) / 3), 20))), 20) - ts_sum((close > (ts_mean(((fnd6_prchq + (low + close)) / 3), 20) + ts_std_dev(((fnd6_prchq + (low + close)) / 3), 20))), 20)), 240)",-0.01,0.0904,-0.0,-0.0007,0.2005,-1.5e-05,1505,1138,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,,Wr3NAnQ
"signed_power(group_neutralize(zscore((signed_power(rank(((vwap - close) / close)), 0.001) + (ts_backfill(fnd6_txndb, 252) / assets))), industry), 1.5)",0.76,0.0684,0.53,0.0603,0.1142,0.001763,1289,1641,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-1.0,5KrLk7J
"ts_zscore((ts_sum((close < (ts_mean(((snt1_d1_dynamicfocusrank + (low + close)) / 3), 20) - ts_std_dev(((snt1_d1_dynamicfocusrank + (low + close)) / 3), 20))), 20) - ts_sum((close > (ts_mean(((snt1_d1_dynamicfocusrank + (low + close)) / 3), 20) + ts_std_dev(((snt1_d1_dynamicfocusrank + (low + close)) / 3), 20))), 20)), 240)",1.6,0.0852,1.37,0.0921,0.0606,0.002162,606,670,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-7.0,ameN702
"signed_power(group_neutralize(zscore((signed_power(rank(((vwap - close) / close)), 0.001) + (ts_backfill(fnd6_txdbca, 252) / assets))), industry), 1.5)",0.66,0.4971,0.43,0.2074,0.4743,0.000834,1690,874,FAIL,PASS,TOP3000,1,5,INDUSTRY,0.05,-1082.0,jkonVqW
"ts_zscore((ts_sum((close < (ts_mean(((high + (fnd6_prcl + close)) / 3), 20) - ts_std_dev(((high + (fnd6_prcl + close)) / 3), 20))), 20) - ts_sum((close > (ts_mean(((high + (fnd6_prcl + close)) / 3), 20) + ts_std_dev(((high + (fnd6_prcl + close)) / 3), 20))), 20)), 240)",0.72,0.0893,0.47,0.0539,0.0848,0.001207,1242,1392,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-142.0,ojRn02b
"signed_power(group_neutralize(zscore((signed_power(rank(((vwap - close) / close)), 0.001) + (ts_backfill(fnd6_drc, 252) / anl4_totassets_value))), industry), 1.5)",0.76,0.048,0.62,0.0828,0.1459,0.00345,316,1036,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,35.0,NELnZjE
"signed_power(group_neutralize(zscore((signed_power(rank(((vwap - close) / close)), 0.001) + (ts_backfill(fnd6_drc, 252) / fnd6_cptmfmq_atq))), industry), 1.5)",1.41,0.0562,1.5,0.142,0.099,0.005057,506,1944,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,159.0,XZVkdW8
"ts_zscore((ts_sum((news_eod_close < (ts_mean(((high + (low + news_eod_close)) / 3), 20) - ts_std_dev(((high + (low + news_eod_close)) / 3), 20))), 20) - ts_sum((news_eod_close > (ts_mean(((high + (low + news_eod_close)) / 3), 20) + ts_std_dev(((high + (low + news_eod_close)) / 3), 20))), 20)), 240)",0.46,0.1338,0.21,0.0266,0.093,0.000397,1534,1566,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-350.0,dJYdVwE
"ts_zscore((ts_sum((close < (ts_mean(((high + (fnd6_prclq + close)) / 3), 20) - ts_std_dev(((high + (fnd6_prclq + close)) / 3), 20))), 20) - ts_sum((close > (ts_mean(((high + (fnd6_prclq + close)) / 3), 20) + ts_std_dev(((high + (fnd6_prclq + close)) / 3), 20))), 20)), 240)",1.17,0.0864,0.96,0.0842,0.0715,0.001949,1412,1432,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-172.0,Wr39QqG
"ts_zscore((ts_sum((news_spy_close < (ts_mean(((high + (low + news_spy_close)) / 3), 20) - ts_std_dev(((high + (low + news_spy_close)) / 3), 20))), 20) - ts_sum((news_spy_close > (ts_mean(((high + (low + news_spy_close)) / 3), 20) + ts_std_dev(((high + (low + news_spy_close)) / 3), 20))), 20)), 240)",0.82,0.1368,0.43,0.0371,0.0645,0.000542,1661,1444,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-106.0,3m1zLnQ
"signed_power(group_neutralize(zscore((signed_power(rank(((vwap - close) / close)), 0.001) + (ts_backfill(fnd6_drc, 252) / fnd6_cptnewqv1300_atq))), industry), 1.5)",1.39,0.0561,1.47,0.1406,0.0991,0.005014,505,1940,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,159.0,q2OgvpV
"signed_power(group_neutralize(zscore((signed_power(rank(((vwap - close) / close)), 0.001) + (ts_backfill(fnd6_drc, 252) / fnd6_intan))), industry), 1.5)",0.19,0.022,0.13,0.0567,0.7587,0.005142,184,1820,FAIL,FAIL,TOP3000,1,5,INDUSTRY,0.05,,v7Zd9WQ
"ts_zscore((ts_sum((fnd6_prccq < (ts_mean(((high + (low + fnd6_prccq)) / 3), 20) - ts_std_dev(((high + (low + fnd6_prccq)) / 3), 20))), 20) - ts_sum((fnd6_prccq > (ts_mean(((high + (low + fnd6_prccq)) / 3), 20) + ts_std_dev(((high + (low + fnd6_prccq)) / 3), 20))), 20)), 240)",-0.39,0.0868,-0.18,-0.0276,0.205,-0.000636,1479,1212,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-81.0,eMNLnop
"ts_zscore((ts_sum((fnd6_prcc < (ts_mean(((high + (low + fnd6_prcc)) / 3), 20) - ts_std_dev(((high + (low + fnd6_prcc)) / 3), 20))), 20) - ts_sum((fnd6_prcc > (ts_mean(((high + (low + fnd6_prcc)) / 3), 20) + ts_std_dev(((high + (low + fnd6_prcc)) / 3), 20))), 20)), 240)",0.24,0.0554,0.1,0.0201,0.1541,0.000724,1429,1210,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,,w73LL8d
"signed_power(group_neutralize(zscore((signed_power(rank(((vwap - close) / close)), 0.001) + (ts_backfill(fnd6_drc, 252) / fnd6_newa1v1300_at))), industry), 1.5)",1.22,0.0499,1.23,0.1277,0.1107,0.005115,503,1950,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,240.0,JaobG3W
"signed_power(group_neutralize(zscore((signed_power(rank(((vwap - close) / close)), 0.001) + (ts_backfill(fnd6_drc, 252) / fnd6_mfma1_at))), industry), 1.5)",1.21,0.0496,1.21,0.1255,0.1114,0.005055,505,1961,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,198.0,q2OgWW2
"signed_power(group_neutralize(zscore((signed_power(rank(((vwap - close) / close)), 0.001) + (ts_backfill(fnd6_drc, 252) / fnd6_newqv1300_aoq))), industry), 1.5)",0.15,0.0357,0.09,0.0448,0.727,0.002511,266,2133,FAIL,FAIL,TOP3000,1,5,INDUSTRY,0.05,,mndZlL5
"signed_power(group_neutralize(zscore((signed_power(rank(((vwap - close) / close)), 0.001) + (ts_backfill(fnd6_drc, 252) / fnd6_newqv1300_intanq))), industry), 1.5)",0.98,0.0275,1.43,0.2651,0.3807,0.019264,179,1763,FAIL,FAIL,TOP3000,1,5,INDUSTRY,0.05,239.0,ra9AwK1
"signed_power(group_neutralize(zscore((signed_power(rank(((vwap - fnd6_prcc) / fnd6_prcc)), 0.001) + (ts_backfill(fnd6_drc, 252) / assets))), industry), 1.5)",0.77,0.0254,0.66,0.092,0.2494,0.007254,488,1900,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,133.0,gNX36ge
"signed_power(group_neutralize(zscore((signed_power(rank(((vwap - news_spy_close) / news_spy_close)), 0.001) + (ts_backfill(fnd6_drc, 252) / assets))), industry), 1.5)",0.63,1.1939,0.17,0.0874,0.2145,0.000146,226,577,FAIL,FAIL,TOP3000,1,5,INDUSTRY,0.05,-883.0,EnNKW20
"signed_power(group_neutralize(zscore((signed_power(rank(((vwap - news_eod_close) / news_eod_close)), 0.001) + (ts_backfill(fnd6_drc, 252) / assets))), industry), 1.5)",0.67,1.1783,0.19,0.0968,0.2231,0.000164,232,565,FAIL,FAIL,TOP3000,1,5,INDUSTRY,0.05,-948.0,pbx7gpx
"signed_power(group_neutralize(zscore((signed_power(rank(((vwap - fnd6_prccq) / fnd6_prccq)), 0.001) + (ts_backfill(fnd6_drc, 252) / assets))), industry), 1.5)",1.14,0.0285,1.11,0.1194,0.1877,0.008383,494,1945,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,226.0,ZVgoo88
"signed_power(group_neutralize(zscore((signed_power(rank(((news_pre_vwap - close) / close)), 0.001) + (ts_backfill(fnd6_drc, 252) / assets))), industry), 1.5)",0.83,1.2015,0.28,0.1399,0.2687,0.000233,159,349,FAIL,FAIL,TOP3000,1,5,INDUSTRY,0.05,-909.0,kpvK86L
"signed_power(group_neutralize(zscore((signed_power(rank(((news_all_vwap - close) / close)), 0.001) + (ts_backfill(fnd6_drc, 252) / assets))), industry), 1.5)",0.87,1.1706,0.29,0.1315,0.3852,0.000225,227,558,FAIL,FAIL,TOP3000,1,5,INDUSTRY,0.05,-919.0,13OgOrR
"signed_power(group_neutralize(zscore((signed_power(rank(((news_post_vwap - close) / close)), 0.001) + (ts_backfill(fnd6_drc, 252) / assets))), industry), 1.5)",0.76,1.1806,0.23,0.1055,0.268,0.000179,219,560,FAIL,FAIL,TOP3000,1,5,INDUSTRY,0.05,-1025.0,eMNORp6
"signed_power(group_neutralize(zscore((signed_power(rank(((news_main_vwap - close) / close)), 0.001) + (ts_backfill(fnd6_drc, 252) / assets))), industry), 1.5)",1.63,1.441,0.74,0.2975,0.2158,0.000413,116,223,FAIL,PASS,TOP3000,1,5,INDUSTRY,0.05,-904.0,lwEV22l
"vector_neut(zscore(reverse(rank(ts_rank(fnd6_siv, 30)))), sales_ps)",1.13,0.126,0.96,0.0916,0.0874,0.001455,1485,1263,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,216.0,v7AEPLA
"vector_neut(zscore(reverse(rank(ts_rank(fnd6_siv, 30)))), fnd6_aqs)",-0.13,0.1632,-0.06,-0.0387,0.8944,-0.000474,161,141,FAIL,PASS,TOP3000,1,5,INDUSTRY,0.05,,b0awRJZ
"-group_rank(-(ts_corr((mdl77_2gdna_vnicw / rd_expense), goodwill, 30) / group_rank(cap, industry)), sector)",0.67,0.0621,0.37,0.0389,0.0933,0.001252,2752,363,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-114.0,OdRNqQb
"-group_rank(-(ts_corr((mdl77_2gdna_vnicw / rd_expense), fnd6_acqgdwl, 30) / group_rank(cap, industry)), sector)",0.22,0.0197,0.07,0.0123,0.1229,0.001244,1776,1352,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,,2V9wQGw
"vector_neut(zscore(reverse(rank(ts_rank(fnd6_siv, 30)))), mdl77_earningmomentumfactor_salesurp)",0.64,0.13,0.4,0.0517,0.0946,0.000796,1262,1142,FAIL,PASS,TOP3000,1,5,INDUSTRY,0.05,109.0,5KJX1X1
"vector_neut(zscore(reverse(rank(ts_rank(fnd6_siv, 30)))), mdl77_2earningmomentumfactor400_salesurp)",0.64,0.13,0.4,0.0517,0.0946,0.000796,1262,1142,FAIL,PASS,TOP3000,1,5,INDUSTRY,0.05,109.0,QR08gLX
"vector_neut(zscore(reverse(rank(ts_rank(fnd6_siv, 30)))), mdl77_2growthanalystmodel_qga_iarsales)",0.99,0.1268,0.77,0.0772,0.0882,0.001218,1356,1260,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,212.0,GjmR9pJ
"-group_rank(-(ts_corr((mdl77_2gdna_vnicw / rd_expense), fnd6_newqv1300_gdwlq, 30) / group_rank(cap, industry)), sector)",0.67,0.0621,0.37,0.0389,0.0933,0.001252,2752,363,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-114.0,ZVgbmlj
"vector_neut(zscore(reverse(rank(ts_rank(fn_accum_oth_income_loss_net_of_tax_a, 30)))), sales_growth)",0.16,0.1206,0.04,0.0097,0.1508,0.000161,1066,1249,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,,95lNvg9
"vector_neut(zscore(reverse(rank(ts_rank(fnd6_siv, 30)))), mdl77_growthanalystmodel_qga_iarsales)",1.09,0.1259,0.9,0.0856,0.0835,0.00136,1375,1246,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,216.0,GjmZaq5
"-group_rank(-(ts_corr((mdl77_2gdna_vnicw / rd_expense), fnd6_newa1v1300_gdwl, 30) / group_rank(pv13_revere_index_cap, industry)), sector)",-0.1,0.0659,-0.02,-0.0066,0.1932,-0.0002,2806,265,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,,13OXrek
"vector_neut(zscore(reverse(rank(ts_rank(fnd6_siv, 30)))), mdl77_oearningmomentumfactor_salesurp)",0.63,0.1289,0.39,0.0503,0.0959,0.000781,1290,1161,FAIL,PASS,TOP3000,1,5,INDUSTRY,0.05,105.0,x7vJq1m
"vector_neut(zscore(reverse(rank(ts_rank(fn_comprehensive_income_net_of_tax_a, 30)))), sales_growth)",-0.46,0.1236,-0.22,-0.0298,0.2448,-0.000483,1194,1089,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-66.0,x7vJ3Rm
"vector_neut(zscore(reverse(rank(ts_rank(fn_accum_oth_income_loss_net_of_tax_q, 30)))), sales_growth)",-0.79,0.1342,-0.38,-0.0311,0.1789,-0.000464,1054,1161,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-161.0,ojax3Eb
"vector_neut(zscore(reverse(rank(ts_rank(fn_comprehensive_income_net_of_tax_q, 30)))), sales_growth)",-0.37,0.1388,-0.11,-0.0134,0.1137,-0.000193,1108,1089,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-157.0,ojaxvLk
"-group_rank(-(ts_corr((mdl77_2gdna_vnicw / fnd6_newqv1300_seqq), fnd6_newa1v1300_gdwl, 30) / group_rank(cap, industry)), sector)",1.08,0.0558,0.82,0.0722,0.1513,0.002588,2826,291,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-110.0,EnNRpAr
"vector_neut(zscore(reverse(rank(ts_rank(fn_income_from_equity_investments_q, 30)))), sales_growth)",0.4,0.14,0.15,0.0188,0.0896,0.000269,471,464,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,55.0,3m08PPN
"vector_neut(zscore(reverse(rank(ts_rank(fnd2_dbplanfvalpnas, 30)))), sales_growth)",-0.47,0.1272,-0.24,-0.0321,0.1618,-0.000505,507,446,FAIL,FAIL,TOP3000,1,5,INDUSTRY,0.05,-109.0,GjmZzLx
"vector_neut(zscore(reverse(rank(ts_rank(fn_income_from_equity_investments_a, 30)))), sales_growth)",0.14,0.1255,0.05,0.0149,0.1796,0.000237,598,554,FAIL,FAIL,TOP3000,1,5,INDUSTRY,0.05,,PL5kKdE
"-group_rank(-(ts_corr((mdl77_2gdna_vnicw / fnd6_newqv1300_teqq), fnd6_newa1v1300_gdwl, 30) / group_rank(cap, industry)), sector)",1.07,0.0559,0.81,0.0721,0.1503,0.00258,2818,299,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-110.0,w73bWVQ
"-group_rank(-(ts_corr((mdl77_2gdna_vnicw / fnd6_teq), fnd6_newa1v1300_gdwl, 30) / group_rank(cap, industry)), sector)",1.06,0.052,0.78,0.0669,0.1319,0.002572,2827,290,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-110.0,pbx5kjg
"vector_neut(zscore(reverse(rank(ts_rank(fnd6_siv, 30)))), sales_growth)",1.1,0.1267,0.94,0.0916,0.0881,0.001447,1354,1241,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,216.0,gNrAYbJ
"vector_neut(zscore(reverse(rank(ts_rank(fnd6_ivch, 30)))), sales_growth)",0.45,0.1257,0.24,0.0372,0.1494,0.000591,1348,1236,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-5.0,Lo8PLz9
"-group_rank(-(ts_corr((mdl77_2gdna_wcast / rd_expense), fnd6_newa1v1300_gdwl, 30) / group_rank(cap, industry)), sector)",0.78,0.0635,0.46,0.044,0.1265,0.001387,2806,306,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,6.0,AXeQWol
"vector_neut(zscore(reverse(rank(ts_rank(fnd6_siv, 25)))), sales_growth)",0.9,0.1405,0.68,0.081,0.1028,0.001154,1366,1229,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,73.0,7PGWrLO
"vector_neut(zscore(reverse(rank(ts_rank(fnd6_siv, 125)))), sales_growth)",0.67,0.0488,0.3,0.0256,0.0638,0.001049,1395,1201,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,101.0,AXLWd8Y
"-group_rank(-(ts_corr((mdl77_2mqf_vnicw / rd_expense), fnd6_newa1v1300_gdwl, 30) / group_rank(cap, industry)), sector)",1.35,0.0692,0.95,0.0618,0.0704,0.001785,2779,340,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-1.0,ameVWLW
"vector_neut(zscore(reverse(rank(ts_rank(fnd6_siv, 63)))), sales_growth)",0.08,0.0724,0.02,0.0046,0.1139,0.000126,1377,1219,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,,x7lqpVg
"-group_rank(-(ts_corr((mdl77_2mqf_wcast / rd_expense), fnd6_newa1v1300_gdwl, 30) / group_rank(cap, industry)), sector)",1.08,0.076,0.67,0.0476,0.0692,0.001253,2744,375,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,77.0,AXeQgpl
"vector_neut(zscore(reverse(rank(ts_rank(fnd6_siv, 500)))), sales_growth)",0.93,0.0171,0.4,0.0226,0.027,0.002652,1312,1283,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,47.0,VQM9nA0
"vector_neut(zscore(reverse(rank(ts_rank(fnd6_siv, 250)))), sales_growth)",0.92,0.0199,0.39,0.0228,0.0256,0.002297,1460,1136,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,33.0,3mGbdnQ
"trade_when((ts_rank(historical_volatility_30, 10) < 0.8), group_neutralize(reverse(ts_decay_linear(ts_rank(ts_corr(ts_backfill(anl4_tbvps_low, 120), sales_ps, 30), 5), 90)), market), -1)",-0.86,0.2232,-0.45,-0.0599,0.3196,-0.000537,110,110,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-132.0,KAvV7lg
"trade_when((ts_rank(historical_volatility_30, 10) < 0.8), group_neutralize(reverse(ts_decay_linear(ts_rank(ts_corr(ts_backfill(anl4_epsr_low, 120), sales_ps, 30), 5), 90)), market), -1)",0.1,0.2108,0.01,0.0046,0.1228,4.4e-05,426,423,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,,v7ZY283
"trade_when((ts_rank(historical_volatility_30, 10) < 0.8), group_neutralize(reverse(ts_decay_linear(ts_rank(ts_corr(ts_backfill(anl4_bvps_low, 120), sales_ps, 30), 5), 90)), market), -1)",-1.11,0.2129,-0.66,-0.0762,0.4079,-0.000716,195,193,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-288.0,z7gAb6o
"trade_when((ts_rank(historical_volatility_30, 10) < 0.8), group_neutralize(reverse(ts_decay_linear(ts_rank(ts_corr(ts_backfill(anl4_ptp_low, 120), sales_ps, 30), 5), 90)), market), -1)",0.77,0.2099,0.3,0.0312,0.0427,0.000297,475,468,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-92.0,5KrG2nN
"trade_when((ts_rank(historical_volatility_30, 10) < 0.8), group_neutralize(reverse(ts_decay_linear(ts_rank(ts_corr(ts_backfill(anl4_ebit_low, 120), sales_ps, 30), 5), 90)), market), -1)",-0.02,0.2093,-0.0,-0.0007,0.0859,-7e-06,466,462,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,,ojRROkm
"trade_when((ts_rank(historical_volatility_30, 10) < 0.8), group_neutralize(reverse(ts_decay_linear(ts_rank(ts_corr(ts_backfill(anl4_netprofit_low, 120), sales_ps, 30), 5), 90)), market), -1)",0.63,0.2101,0.22,0.0252,0.0511,0.00024,490,486,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-92.0,x7VVPRn
"trade_when((ts_rank(historical_volatility_30, 10) < 0.8), group_neutralize(reverse(ts_decay_linear(ts_rank(ts_corr(ts_backfill(anl4_qf_az_wol_spe, 120), sales_ps, 30), 5), 90)), market), -1)",0.03,0.2073,0.0,0.0013,0.0503,1.3e-05,486,487,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,,ojRRnak
"trade_when((rank(historical_volatility_180) > 0.95), group_scale(ts_decay_linear((((implied_volatility_call_120 - implied_volatility_mean_120) + -(implied_volatility_put_120 + implied_volatility_mean_120)) / implied_volatility_mean_270), 90), market), -1)",2.0,0.1274,2.69,0.2303,0.0962,0.003615,251,236,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,166.0,66ZZwgL
"trade_when((rank(historical_volatility_60) > 0.95), group_scale(ts_decay_linear((((implied_volatility_call_120 - implied_volatility_mean_120) + -(implied_volatility_put_120 + implied_volatility_mean_120)) / implied_volatility_mean_270), 90), market), -1)",1.04,0.096,0.9,0.0931,0.1003,0.00194,436,420,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,74.0,9588VXd
"trade_when((rank(historical_volatility_10) > 0.95), group_scale(ts_decay_linear((((implied_volatility_call_120 - implied_volatility_mean_120) + -(implied_volatility_put_120 + implied_volatility_mean_120)) / implied_volatility_mean_270), 90), market), -1)",1.43,0.066,1.16,0.0826,0.0731,0.002502,885,898,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,131.0,3m11ozQ
"trade_when((ts_rank(historical_volatility_30, 10) < 0.8), group_neutralize(reverse(ts_decay_linear(ts_rank(ts_corr(ts_backfill(anl4_capex_low, 120), sales_ps, 30), 5), 90)), market), -1)",-0.78,0.2236,-0.36,-0.0469,0.3121,-0.000419,208,207,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-209.0,9588loq
"trade_when((ts_rank(historical_volatility_30, 10) < 0.8), group_neutralize(reverse(ts_decay_linear(ts_rank(ts_corr(ts_backfill(anl4_netdebt_low, 120), sales_ps, 30), 5), 90)), market), -1)",0.55,0.2209,0.23,0.0385,0.1051,0.000348,163,162,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-88.0,mnddaNx
"trade_when((ts_rank(historical_volatility_30, 10) < 0.8), group_neutralize(reverse(ts_decay_linear(ts_rank(ts_corr(ts_backfill(anl4_gric_low, 120), sales_ps, 30), 5), 90)), market), -1)",0.41,0.2139,0.13,0.02,0.0818,0.000187,355,345,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-92.0,ameeQO9
"trade_when((rank(historical_volatility_20) > 0.95), group_scale(ts_decay_linear((((implied_volatility_call_120 - implied_volatility_mean_120) + -(implied_volatility_put_120 + implied_volatility_mean_120)) / implied_volatility_mean_270), 90), market), -1)",1.25,0.0732,1.02,0.0833,0.0676,0.002276,701,690,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,131.0,LoEEwNn
"trade_when((rank(historical_volatility_90) > 0.95), group_scale(ts_decay_linear((((implied_volatility_call_120 - implied_volatility_mean_120) + -(implied_volatility_put_120 + implied_volatility_mean_120)) / implied_volatility_mean_270), 90), market), -1)",1.79,0.1123,2.08,0.1685,0.1019,0.003002,343,335,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,68.0,x7VVpYb
"trade_when((rank(historical_volatility_30) > 0.95), group_scale(ts_decay_linear((((implied_volatility_call_120 - implied_volatility_mean_120) + -(implied_volatility_put_120 + implied_volatility_mean_120)) / implied_volatility_mean_270), 90), market), -1)",1.23,0.0803,1.06,0.092,0.1098,0.002291,585,598,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,88.0,AXeeAqg
"trade_when((ts_rank(historical_volatility_30, 10) < 0.8), group_neutralize(reverse(ts_decay_linear(ts_rank(ts_corr(ts_backfill(anl4_netprofita_low, 120), sales_ps, 30), 5), 90)), market), -1)",0.96,0.2105,0.42,0.0408,0.054,0.000388,443,439,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-46.0,v7ZpRYQ
"trade_when((ts_rank(historical_volatility_30, 10) < 0.8), group_neutralize(reverse(ts_decay_linear(ts_rank(ts_corr(ts_backfill(anl4_qfd1_az_wol_spe, 120), sales_ps, 30), 5), 90)), market), -1)",-0.03,0.2074,-0.0,-0.0012,0.0555,-1.1e-05,481,481,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,,OdRM0VJ
"trade_when((ts_rank(historical_volatility_30, 10) < 0.8), group_neutralize(reverse(ts_decay_linear(ts_rank(ts_corr(ts_backfill(anl4_ptpr_low, 120), sales_ps, 30), 5), 90)), market), -1)",0.17,0.2126,0.04,0.0094,0.1263,8.9e-05,221,220,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,,nGmeRNl
"trade_when((rank(historical_volatility_120) > 0.95), group_scale(ts_decay_linear((((implied_volatility_put_10 - implied_volatility_mean_120) + -(implied_volatility_put_120 + implied_volatility_mean_120)) / implied_volatility_mean_270), 90), market), -1)",0.35,0.0876,0.19,0.0369,0.2406,0.000842,314,290,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-61.0,jkoPQlE
"trade_when((rank(historical_volatility_120) > 0.95), group_scale(ts_decay_linear((((implied_volatility_put_60 - implied_volatility_mean_120) + -(implied_volatility_put_120 + implied_volatility_mean_120)) / implied_volatility_mean_270), 90), market), -1)",0.35,0.1237,0.18,0.0337,0.1851,0.000545,312,292,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-51.0,ojRJe7l
"trade_when((rank(historical_volatility_150) > 0.95), group_scale(ts_decay_linear((((implied_volatility_call_120 - implied_volatility_mean_120) + -(implied_volatility_put_120 + implied_volatility_mean_120)) / implied_volatility_mean_270), 90), market), -1)",1.93,0.1246,2.52,0.2133,0.0959,0.003424,273,258,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,162.0,QRONlxw
"trade_when((ts_rank(historical_volatility_10, 10) < 0.8), group_neutralize(reverse(ts_decay_linear(ts_rank(ts_corr(ts_backfill(anl4_rd_exp_low, 120), sales_ps, 30), 5), 90)), market), -1)",1.43,0.223,1.05,0.1198,0.0626,0.001074,170,168,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,43.0,AXergWe
"trade_when((ts_rank(historical_volatility_30, 10) < 0.8), group_neutralize(reverse(ts_decay_linear(ts_rank(ts_corr(ts_backfill(anl4_totgw_low, 120), sales_ps, 30), 5), 90)), market), -1)",-1.03,0.243,-0.6,-0.0824,0.4529,-0.000679,120,119,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,-192.0,958d97K
"trade_when((ts_rank(historical_volatility_30, 10) < 0.8), group_neutralize(reverse(ts_decay_linear(ts_rank(ts_corr(ts_backfill(anl4_totassets_low, 120), sales_ps, 30), 5), 90)), market), -1)",-0.15,0.2189,-0.03,-0.0088,0.2078,-8e-05,294,293,PASS,FAIL,TOP3000,1,5,INDUSTRY,0.05,,x7V2j0n
"trade_when((rank(historical_volatility_120) > 0.95), group_scale(ts_decay_linear((((implied_volatility_put_270 - implied_volatility_mean_120) + -(implied_volatility_put_120 + implied_volatility_mean_120)) / implied_volatility_mean_270), 90), market), -1)",0.84,0.1131,0.68,0.081,0.1652,0.001433,302,302,PASS,PASS,TOP3000,1,5,INDUSTRY,0.05,-240.0,ameQLY6
